ID Vigilante,Horario preferencia 6 a.m - 2 p.m,Horario preferencia 2 p.m - 10 p.m,Horario preferencia 10 p.m - 6 a.m,Sitio Esperado,D. Sitio 1,D. Sitio 2,D. Sitio 3,D. Sitio 4,D. Sitio 5,D. Sitio 6,D. Sitio 7,D. Sitio 8,D. Sitio 9,D. Sitio 10,D. Sitio 11,D. Sitio 12,D. Sitio 13,D. Sitio 14,D. Sitio 15,D. Sitio 16,D. Sitio 17,D. Sitio 18,D. Sitio 19,D. Sitio 20,D. Sitio 21,D. Sitio 22,D. Sitio 23,D. Sitio 24,D. Sitio 25,D. Sitio 26,D. Sitio 27,D. Sitio 28,D. Sitio 29,D. Sitio 30,D. Sitio 31,D. Sitio 32,D. Sitio 33,D. Sitio 34,D. Sitio 35,D. Sitio 36,D. Sitio 37,D. Sitio 38,D. Sitio 39,D. Sitio 40,D. Sitio 41,D. Sitio 42,D. Sitio 43,D. Sitio 44,D. Sitio 45,D. Sitio 46,D. Sitio 47,D. Sitio 48,D. Sitio 49,D. Sitio 50,D. Sitio 51,D. Sitio 52,D. Sitio 53,D. Sitio 54,D. Sitio 55,D. Sitio 56,D. Sitio 57,D. Sitio 58,D. Sitio 59,D. Sitio 60,D. Sitio 61,D. Sitio 62,D. Sitio 63,D. Sitio 64,D. Sitio 65,D. Sitio 66,D. Sitio 67,D. Sitio 68,D. Sitio 69,D. Sitio 70,D. Sitio 71,D. Sitio 72,D. Sitio 73,D. Sitio 74,D. Sitio 75,D. Sitio 76,D. Sitio 77,D. Sitio 78,D. Sitio 79,D. Sitio 80,D. Sitio 81,D. Sitio 82,D. Sitio 83,D. Sitio 84,D. Sitio 85,D. Sitio 86,D. Sitio 87,D. Sitio 88,D. Sitio 89,D. Sitio 90,D. Sitio 91,D. Sitio 92,D. Sitio 93,D. Sitio 94,D. Sitio 95,D. Sitio 96,D. Sitio 97,D. Sitio 98,D. Sitio 99,D. Sitio 100,D. Sitio 101,D. Sitio 102,D. Sitio 103,D. Sitio 104,D. Sitio 105,D. Sitio 106,D. Sitio 107,D. Sitio 108,D. Sitio 109,D. Sitio 110,D. Sitio 111,D. Sitio 112,D. Sitio 113,D. Sitio 114,D. Sitio 115,D. Sitio 116,D. Sitio 117,D. Sitio 118,D. Sitio 119,D. Sitio 120,D. Sitio 121,D. Sitio 122,D. Sitio 123,D. Sitio 124,D. Sitio 125
241,3,0,2,3,14,15,8,62,49,39,34,28,98,8,28,44,28,55,56,5,69,25,60,17,88,55,96,23,88,26,40,94,48,73,28,78,77,32,32,7,99,1,37,89,47,9,5,82,58,32,14,64,7,89,94,26,8,94,83,68,53,75,29,51,87,30,43,5,14,28,99,91,17,20,25,27,92,79,74,67,43,53,62,0,24,18,83,36,64,92,16,100,95,68,95,42,89,38,82,62,22,83,37,89,85,69,5,39,71,87,41,69,89,82,44,26,53,9,68,87,65,2,59,75,80,28,63,48,35
242,3,1,0,0,53,28,13,60,9,55,81,19,99,66,19,36,64,94,97,3,65,29,31,18,66,5,7,80,11,96,83,78,0,18,33,86,93,29,93,77,68,54,24,89,86,20,47,45,40,5,35,12,56,34,64,31,54,14,35,96,32,46,39,22,60,96,42,50,33,62,98,18,22,69,57,92,25,72,66,13,33,26,18,16,25,37,44,31,70,17,56,9,48,70,95,53,68,45,25,96,7,59,51,100,11,32,34,51,35,97,1,15,99,14,35,33,22,66,21,82,4,94,9,62,22,66,50,83,9
243,1,3,3,1,37,81,82,37,64,59,94,51,10,94,43,38,18,28,69,27,45,49,0,3,43,25,2,34,63,85,54,68,73,27,97,6,47,13,24,12,19,98,79,52,12,41,3,34,60,19,97,10,12,62,86,11,55,83,58,59,5,67,56,99,74,22,58,65,53,46,64,84,53,54,0,73,24,89,83,78,56,59,16,1,100,46,65,45,1,90,4,94,58,15,75,45,75,95,70,82,45,50,31,53,60,84,64,51,44,66,82,39,83,93,86,5,12,97,93,5,87,59,81,48,56,67,23,65,4
244,3,0,3,1,33,60,5,9,2,22,18,64,29,91,64,42,53,47,52,13,71,27,81,43,42,28,77,64,20,3,83,54,10,62,14,33,71,72,23,63,65,48,1,45,30,71,12,10,15,78,68,41,99,45,73,19,87,68,39,36,90,49,30,89,77,28,18,16,20,24,5,56,44,44,92,5,84,37,97,95,70,60,10,85,16,6,76,35,28,33,9,28,39,17,72,75,57,26,22,2,25,33,8,8,65,55,26,44,3,81,26,49,56,43,84,47,89,90,25,13,88,63,96,89,91,22,93,37,94
245,0,0,0,0,3,34,53,83,53,13,0,0,48,89,97,88,93,49,77,0,84,77,60,65,17,63,19,5,73,55,70,55,38,39,94,99,94,9,91,10,34,27,69,77,99,78,93,44,78,45,60,3,75,6,53,8,25,51,97,55,26,56,36,61,76,40,96,77,16,61,48,99,95,8,40,66,26,72,17,80,90,77,23,82,13,75,85,16,5,55,11,73,50,98,98,64,33,25,19,44,75,64,37,11,50,33,36,96,37,6,97,32,61,78,31,98,76,99,19,13,52,56,11,9,57,59,23,41,88
246,3,3,1,2,91,56,20,28,9,95,100,78,36,32,68,17,76,13,100,97,33,43,84,53,91,1,3,25,77,29,54,19,16,76,51,57,93,81,83,84,2,96,75,47,68,30,75,19,19,91,46,43,17,6,97,48,17,25,3,52,87,0,61,61,26,66,48,29,68,34,71,82,31,42,40,5,98,66,41,33,12,80,34,48,62,81,55,31,49,97,71,51,66,54,60,53,97,80,65,39,44,72,79,35,34,1,82,9,49,9,100,82,0,66,60,67,14,16,61,77,29,57,95,40,34,78,83,93,48
247,0,2,1,2,45,42,77,24,2,48,91,89,4,73,5,51,0,43,31,65,88,26,71,66,76,89,89,61,79,16,57,42,29,5,49,50,86,16,32,15,40,30,45,21,50,6,43,16,37,59,71,92,11,24,58,98,11,43,43,43,40,86,78,77,99,100,95,23,73,85,5,2,78,60,29,37,12,2,92,49,73,54,4,11,21,89,14,59,21,36,59,70,56,38,65,69,29,46,46,93,36,18,86,23,36,13,39,51,46,61,26,97,20,25,45,12,69,87,37,0,16,36,64,73,37,44,88,47,85
248,1,2,0,2,12,10,61,74,17,31,90,55,62,94,65,74,25,95,92,71,35,42,12,26,7,32,20,90,50,12,58,62,45,63,83,28,7,87,84,73,14,58,18,58,65,75,85,95,95,97,28,25,29,23,35,87,30,11,80,92,53,52,31,92,90,41,27,71,88,32,29,53,85,22,10,92,40,8,0,96,54,37,99,98,87,86,83,46,63,48,67,57,61,71,88,32,6,35,15,2,83,85,91,1,9,88,62,95,47,74,10,26,61,53,20,71,73,65,0,36,95,28,23,19,8,10,94,83,35
249,1,0,0,0,12,51,77,14,2,86,93,50,5,2,19,97,39,78,46,40,55,16,95,57,8,8,77,35,89,56,22,13,98,39,83,100,4,12,78,12,91,47,20,46,74,41,49,84,18,31,59,26,78,5,19,73,73,82,95,85,38,82,22,100,91,95,88,31,60,70,93,95,19,82,52,98,39,91,63,51,20,25,43,62,20,72,60,42,43,43,6,93,82,68,94,19,36,76,42,86,45,37,43,18,11,39,6,94,34,18,37,73,90,97,88,32,35,69,1,16,65,72,78,70,77,48,85,43,65
250,2,3,0,0,0,100,12,71,58,89,62,45,91,67,70,96,85,80,4,22,87,73,93,83,38,78,74,24,39,85,54,47,32,37,5,9,66,96,63,62,96,54,86,19,58,5,45,43,46,25,31,91,94,14,55,54,31,64,26,79,84,47,53,62,81,13,46,39,91,96,46,16,1,56,26,97,78,49,15,16,55,9,17,5,52,87,72,12,51,24,40,30,23,30,74,71,94,77,54,86,18,76,25,23,13,72,26,78,7,79,11,89,27,40,61,5,100,40,25,61,44,77,74,89,88,96,88,16,65
251,2,2,1,0,54,59,37,82,6,27,43,15,71,71,88,89,53,80,53,1,42,89,39,48,1,1,72,11,1,29,9,33,8,72,99,14,70,15,93,49,99,66,60,82,3,63,54,57,90,26,42,4,97,49,9,44,69,18,11,66,2,21,18,56,7,43,39,15,80,78,54,45,97,72,23,44,64,58,88,62,94,19,89,47,28,85,49,57,71,65,91,1,41,16,3,34,71,96,58,70,38,77,75,73,56,97,24,81,31,92,97,74,64,30,2,58,5,33,42,54,95,0,94,71,79,58,18,9,37
252,3,3,1,0,94,67,82,66,34,82,42,14,39,52,21,28,13,84,85,25,28,54,17,14,44,36,15,20,93,100,11,18,78,51,82,94,82,18,10,87,57,79,7,56,82,45,13,33,44,45,7,74,2,42,92,96,82,99,98,63,65,33,94,38,24,42,41,35,28,24,12,85,27,92,46,63,65,52,39,29,43,79,34,32,79,14,43,44,12,26,39,85,13,27,49,67,59,100,71,84,34,81,5,35,83,89,77,72,15,100,43,13,59,78,71,88,68,66,58,87,20,80,13,72,100,70,24,42,31
253,3,2,2,3,81,11,6,87,45,71,49,15,33,11,87,24,76,82,90,99,69,7,47,95,17,16,22,37,96,51,45,78,12,58,87,12,23,87,96,54,34,52,70,18,75,0,66,22,14,69,51,44,73,79,74,66,7,40,8,37,73,90,57,61,49,42,38,63,34,51,64,9,65,0,54,10,53,98,44,42,86,1,94,51,4,3,84,79,94,100,94,67,5,4,75,99,1,40,70,80,99,74,13,20,77,8,45,62,54,43,81,14,83,91,30,66,68,94,14,54,54,62,43,70,46,82,97,1,98
254,0,3,0,3,39,10,74,91,55,38,57,53,45,27,70,94,78,78,76,55,12,49,47,50,67,20,83,41,88,13,87,74,36,38,75,67,18,60,78,100,96,97,83,14,77,80,32,29,57,99,22,13,17,42,23,3,79,21,11,84,27,12,82,31,53,80,29,95,77,58,22,10,34,55,10,82,81,98,33,64,12,86,30,63,95,87,21,89,25,72,16,54,98,58,5,31,39,37,59,82,74,59,56,99,85,42,79,15,70,89,76,52,56,52,79,14,81,55,46,62,41,60,60,44,59,38,85,38,99
255,1,3,2,3,48,58,75,52,44,15,78,54,12,46,23,52,52,95,61,83,76,68,26,62,23,53,48,94,13,51,80,60,26,53,74,65,47,21,3,48,21,17,19,89,69,0,82,44,9,33,10,26,11,91,73,49,36,32,94,85,96,3,16,55,87,46,20,19,53,83,61,26,84,88,58,63,37,14,11,63,20,6,68,49,46,63,21,93,44,13,55,56,17,20,23,50,31,49,38,7,12,73,99,11,83,85,83,44,1,9,69,22,58,53,92,52,80,73,96,42,73,85,87,81,6,31,54,64,36
256,1,1,0,0,20,93,87,63,92,43,31,24,16,67,28,77,78,69,16,51,79,15,25,100,11,18,37,60,13,4,88,88,19,83,60,97,56,68,93,31,11,47,99,10,66,83,35,78,74,10,41,71,6,62,8,93,45,21,81,62,26,0,47,19,75,36,56,78,0,78,83,20,76,79,5,55,74,93,68,85,80,45,39,29,40,42,17,64,4,32,14,49,71,50,58,70,77,69,72,43,93,69,94,3,26,84,25,48,51,42,88,48,95,43,57,87,90,17,24,25,56,1,62,53,96,87,17,51,66
257,0,0,3,2,59,85,54,42,70,36,40,94,84,92,44,30,13,37,50,79,4,11,79,49,35,80,51,8,57,37,90,89,99,83,54,41,56,29,40,93,20,52,35,28,26,46,79,1,25,83,100,67,98,1,16,8,97,37,22,30,96,80,95,19,57,83,90,45,47,32,31,68,93,60,61,75,19,75,12,18,33,11,96,77,54,60,45,51,11,46,53,66,32,22,81,25,56,51,43,1,0,44,31,23,97,77,20,74,26,93,70,2,12,75,68,43,48,41,98,54,22,47,94,84,34,22,98,72,63
258,3,2,2,3,71,37,87,28,94,37,90,53,50,38,91,52,71,37,44,26,52,39,4,49,92,15,95,73,43,83,97,35,47,49,35,41,8,40,42,11,41,92,33,27,44,46,25,90,86,57,97,72,6,80,77,19,96,24,60,63,7,12,88,99,85,62,87,72,74,94,36,21,6,20,23,26,13,32,34,99,52,21,39,61,99,99,57,85,62,46,52,13,48,1,53,69,10,47,99,100,19,92,53,28,74,78,52,41,68,72,1,1,26,73,2,32,43,6,71,92,13,61,83,37,45,80,80,69,17
259,1,0,3,0,22,35,64,69,95,0,13,89,73,21,23,16,87,40,33,21,69,31,89,23,54,33,11,41,22,88,35,51,29,62,48,32,37,14,3,89,69,42,10,78,64,26,75,11,88,46,42,8,77,20,50,8,49,36,65,71,1,52,64,83,35,19,45,30,83,73,63,37,23,73,36,38,91,64,40,57,62,100,76,100,5,79,75,54,44,75,91,84,27,63,83,9,52,49,28,18,24,47,48,83,63,83,1,44,6,30,25,67,38,100,73,20,85,35,41,88,67,59,20,54,99,47,44,13,64
260,2,3,3,2,97,60,73,76,33,29,6,34,45,44,74,28,68,6,64,8,80,48,28,88,28,16,93,40,85,49,24,32,86,33,0,11,16,42,61,75,96,15,8,21,78,88,71,80,11,17,21,42,41,78,26,87,74,14,71,33,35,26,65,39,79,94,27,87,44,85,90,43,75,67,42,75,19,51,87,47,62,6,58,58,5,61,75,22,10,18,55,59,55,59,10,62,20,59,39,64,26,40,82,71,26,75,100,57,76,35,77,10,71,49,11,10,11,0,57,49,32,16,59,60,93,58,39,82,39
261,1,2,0,1,67,88,36,27,46,64,9,31,27,66,56,43,74,89,68,60,89,81,91,53,37,69,79,21,15,23,49,66,30,22,19,23,85,58,72,43,63,11,1,0,76,8,91,63,51,47,36,49,12,41,65,4,32,92,88,5,36,77,79,77,94,87,0,8,41,38,40,3,66,83,78,35,49,18,54,40,36,8,82,40,94,86,51,27,4,97,47,64,95,53,15,23,25,40,51,11,67,80,73,29,83,42,54,57,47,88,36,12,11,63,0,93,58,26,81,81,55,75,80,45,35,95,12,29,75
262,3,2,1,0,83,73,4,52,6,5,84,81,23,91,13,91,43,81,77,85,87,53,29,55,42,47,72,64,56,81,20,94,69,77,6,13,29,28,11,88,86,63,27,73,90,17,89,38,81,96,76,53,60,35,71,60,61,3,24,25,58,40,100,14,73,98,80,23,8,10,29,72,24,10,39,46,92,37,31,68,60,45,78,80,6,34,92,100,50,78,4,12,98,87,86,6,38,80,74,45,41,71,19,21,63,74,24,39,74,92,66,90,88,99,39,60,15,68,44,87,16,95,47,53,16,17,69,97,22
263,3,2,2,3,4,45,77,72,9,90,3,3,67,50,41,41,81,28,30,10,23,52,4,50,5,4,73,11,14,93,93,55,89,64,79,58,82,94,52,74,17,54,50,79,88,13,73,22,15,77,91,87,85,80,100,41,27,85,17,84,31,90,62,89,1,84,84,88,55,95,38,39,88,7,9,67,80,25,21,86,54,84,40,62,93,85,85,42,40,72,80,27,80,59,67,9,49,20,68,41,6,72,23,52,18,49,89,9,85,85,55,87,100,83,69,26,77,14,45,3,15,54,47,38,31,45,79,49,42
264,1,1,0,2,27,44,38,33,29,41,28,46,23,54,62,30,58,19,80,67,19,26,47,100,14,66,38,36,73,63,94,18,28,81,89,77,97,55,56,22,10,7,80,28,10,53,11,35,81,37,49,49,99,91,30,53,96,16,42,19,45,21,55,60,32,22,23,53,50,56,42,24,16,33,56,97,11,46,60,27,62,1,54,81,72,55,89,29,16,91,21,34,59,97,23,58,62,45,94,42,98,88,37,12,37,67,51,81,98,46,59,99,5,97,71,49,30,67,3,29,19,12,73,43,0,79,28,28,94
265,2,0,2,1,91,2,26,72,98,86,87,10,61,100,77,48,48,80,57,4,92,14,15,18,52,37,22,56,5,27,63,43,29,19,39,57,95,70,37,93,80,67,43,6,96,93,48,99,66,25,95,39,72,9,48,37,55,9,24,72,2,1,59,1,80,92,33,56,73,75,61,50,35,94,46,68,63,45,92,93,66,89,77,34,93,90,45,90,31,27,9,83,98,48,39,41,1,94,2,80,51,39,11,1,40,92,51,14,0,11,61,71,14,25,45,34,90,37,98,18,93,88,91,18,97,58,83,42,69
266,3,2,1,1,67,64,14,52,75,37,32,29,38,52,48,13,36,18,68,41,30,5,72,82,6,36,30,26,25,71,37,56,48,54,10,19,98,100,91,49,89,32,59,44,4,15,6,72,84,5,32,61,72,15,16,7,18,8,40,57,36,43,0,89,9,86,69,29,96,74,25,25,12,69,70,41,91,76,56,35,96,27,23,70,88,74,16,46,32,84,2,1,12,82,0,84,96,98,81,97,56,50,42,10,6,59,65,17,84,8,96,33,28,77,8,69,8,21,37,33,41,97,38,69,17,32,16,34,26
267,1,3,0,0,70,80,6,45,47,50,30,35,31,41,34,59,35,38,76,60,54,79,21,65,57,42,49,26,51,49,26,87,56,23,58,95,40,67,0,32,4,23,89,74,85,45,54,18,71,57,6,64,71,30,82,8,61,32,42,69,47,59,70,11,45,55,76,40,53,15,0,76,96,76,68,37,5,23,28,91,53,47,49,45,74,75,5,23,37,27,6,9,61,63,13,11,46,24,87,50,36,12,40,66,46,75,71,18,71,78,5,23,11,60,48,65,16,15,62,24,18,49,32,42,27,72,33,17,78
268,2,2,0,2,100,64,2,37,43,68,99,15,53,71,0,66,51,90,16,30,39,95,55,8,8,66,34,10,5,51,81,91,69,72,66,27,15,25,77,1,42,37,80,3,66,81,96,15,72,98,99,86,35,59,73,67,74,34,7,37,96,80,7,73,82,79,18,40,97,30,80,32,87,18,100,40,43,23,8,63,100,95,56,73,53,96,15,22,9,55,59,7,53,29,77,51,17,78,36,18,83,14,81,61,86,93,58,3,99,94,98,72,79,60,79,81,52,35,67,34,19,92,94,88,49,58,30,28,30
269,3,1,2,0,15,26,40,39,38,18,52,23,71,32,16,76,69,22,59,72,10,100,55,59,96,60,17,47,44,22,13,32,77,75,15,10,58,62,20,43,35,73,69,47,85,83,69,90,64,45,54,35,76,46,33,54,94,3,86,26,36,2,26,44,19,1,64,37,100,29,29,3,80,74,95,88,17,31,43,55,99,80,69,40,30,42,83,81,86,53,0,41,87,61,20,80,1,67,49,79,28,81,6,20,65,68,2,15,0,57,1,7,25,23,52,92,11,1,32,90,89,56,44,11,84,89,59,33,58
270,3,1,2,1,85,40,67,60,80,38,59,90,64,75,34,40,12,90,40,82,36,38,69,42,45,52,30,49,33,39,64,53,72,88,85,11,60,46,82,37,89,86,89,71,96,67,25,94,49,30,71,36,78,77,54,1,17,43,18,98,67,57,59,79,4,62,92,0,70,48,97,67,88,5,3,13,50,20,94,9,77,90,45,0,64,44,88,57,66,88,79,75,76,58,26,97,95,96,23,94,100,70,25,5,77,77,11,88,51,69,96,15,65,42,70,59,64,80,25,5,71,36,1,54,59,54,17,53,55
271,0,3,0,2,77,22,38,75,99,23,29,51,90,92,98,57,71,22,58,68,62,59,51,71,23,4,33,64,2,47,71,93,3,14,36,86,60,57,35,12,24,89,41,49,20,74,72,66,40,1,4,80,92,45,22,32,52,0,93,79,36,5,63,11,42,34,28,63,68,60,77,92,80,96,82,74,39,47,51,73,13,60,8,51,29,22,42,4,11,17,81,70,71,91,24,28,26,0,78,90,75,12,67,73,54,98,19,9,1,8,5,45,3,98,52,58,75,11,42,50,75,67,5,18,53,99,53,5,65
272,3,0,2,2,97,28,30,77,3,95,80,46,11,47,75,26,71,45,73,17,94,14,10,31,50,72,83,44,40,44,87,51,84,65,71,53,57,21,75,95,41,40,28,80,32,13,13,35,74,42,71,93,3,97,53,15,75,32,82,3,6,75,44,48,63,60,99,94,55,47,45,53,40,98,77,4,16,1,92,62,40,28,48,88,45,29,21,26,85,42,19,88,68,52,37,87,2,83,74,60,26,36,87,94,69,90,60,25,81,63,83,9,30,75,44,43,58,17,84,92,98,15,5,68,45,77,85,37,69
273,0,3,1,2,78,79,29,21,42,48,84,56,11,21,0,1,99,95,75,7,25,92,100,48,32,34,56,46,36,11,99,17,68,71,48,56,45,60,45,43,24,18,86,63,90,18,4,95,44,8,31,32,22,68,43,64,95,57,38,65,98,38,14,95,79,42,56,6,86,81,58,9,57,8,78,49,72,63,57,43,20,37,17,21,69,99,85,1,62,45,45,29,26,52,13,55,100,98,30,26,33,42,16,34,87,42,2,85,71,44,52,71,96,91,99,59,87,4,6,89,5,45,99,81,93,35,58,21,53
274,3,2,1,0,60,39,0,53,99,23,75,1,6,3,66,82,93,55,88,23,87,32,82,92,66,19,4,5,88,28,55,95,88,31,62,14,52,37,36,40,36,23,12,58,54,66,25,22,13,4,4,74,100,34,56,12,93,16,29,39,3,60,82,7,74,32,86,1,7,81,81,9,5,0,82,68,73,86,82,29,29,57,81,37,55,35,29,7,3,65,28,71,48,10,84,56,16,54,29,70,60,90,12,71,80,58,81,54,63,18,92,58,99,38,53,72,81,42,35,30,77,41,74,75,3,81,3,62,49
275,2,3,3,0,66,26,31,98,93,49,33,64,29,70,98,45,99,15,48,59,20,66,61,35,21,19,97,74,23,68,37,47,69,65,37,77,67,32,51,99,81,20,57,33,33,89,85,78,77,84,4,74,5,21,61,87,31,48,93,51,76,27,10,53,49,45,98,66,22,21,13,71,33,18,7,71,13,38,98,77,56,9,2,16,94,23,72,19,12,89,96,27,61,15,74,23,71,53,30,90,72,92,59,24,69,27,31,92,33,97,92,4,30,20,26,7,87,1,59,73,14,27,4,12,63,21,100,33,52
276,1,1,2,3,8,86,14,58,43,70,47,68,6,76,71,21,60,25,7,29,46,4,23,39,5,20,36,34,71,23,73,6,0,89,54,36,2,47,51,59,1,78,29,30,8,41,79,70,69,40,59,62,26,68,20,65,69,69,32,86,35,9,26,16,19,8,5,70,54,87,37,71,22,60,91,14,22,33,82,75,66,6,94,1,41,49,40,20,50,51,98,11,84,54,45,85,88,1,72,33,93,5,37,77,13,14,75,61,29,62,29,47,41,30,97,57,37,92,83,90,3,68,26,93,23,76,25,61,76
277,2,0,2,3,74,99,27,16,76,8,84,57,54,22,23,40,2,33,43,16,32,69,26,100,79,84,32,36,56,62,59,72,46,28,99,71,67,3,78,71,31,98,0,6,67,37,20,84,19,39,90,52,69,55,1,26,75,78,27,38,23,17,18,10,31,87,99,22,78,40,23,81,32,30,73,71,11,50,68,38,87,3,71,8,22,73,7,8,92,65,3,64,5,21,58,91,74,38,2,61,13,94,66,13,27,64,16,74,67,66,30,97,77,45,64,64,9,20,49,49,76,63,23,12,31,78,41,27,87
278,2,2,2,0,9,83,11,57,81,71,30,64,80,86,20,98,65,72,98,16,47,62,94,49,53,93,95,36,60,25,71,47,34,78,58,13,13,82,27,39,77,100,90,5,26,77,4,64,33,40,23,97,41,97,52,6,72,58,13,21,79,6,35,74,14,80,93,89,92,69,27,49,15,30,75,86,0,84,16,96,78,73,16,7,39,69,71,6,77,81,5,92,13,65,80,14,24,63,39,82,47,82,77,26,65,48,11,68,2,65,97,40,38,9,52,88,6,32,55,71,7,74,57,55,63,1,66,42,39
279,1,2,1,1,90,73,79,92,63,73,46,70,12,43,32,25,12,10,45,0,9,4,76,68,41,11,12,50,93,15,11,27,3,5,20,90,41,36,71,93,46,1,99,96,35,59,97,61,64,12,93,73,74,66,88,68,39,34,73,17,13,11,88,29,34,37,41,48,52,34,43,47,95,56,24,87,88,18,48,39,3,58,65,80,28,52,25,12,11,32,3,78,92,63,58,75,41,42,70,89,65,34,21,84,61,0,4,43,97,41,13,73,99,74,3,54,99,4,70,40,28,84,59,2,61,44,26,32,5
280,0,3,3,2,82,48,45,44,53,28,90,57,56,91,44,6,39,55,51,10,55,21,78,9,76,34,72,73,76,27,98,82,66,78,1,49,51,21,38,66,36,12,33,82,56,71,41,16,91,51,4,5,57,70,48,96,30,54,42,83,27,28,90,71,49,86,23,5,6,79,59,26,51,47,15,57,18,11,72,7,32,61,37,38,52,98,8,14,96,35,70,46,35,66,90,79,25,84,58,24,82,12,97,3,22,19,55,59,46,18,40,17,39,28,78,90,85,91,80,1,99,32,95,22,68,81,34,85,18
281,0,3,1,0,96,14,72,20,89,46,21,19,1,84,20,82,57,7,40,45,7,67,35,56,57,60,52,60,0,10,46,42,92,73,29,59,12,53,77,60,54,95,43,23,16,91,86,35,31,39,96,61,0,98,69,24,82,30,74,50,14,54,18,51,28,59,17,7,55,12,15,69,17,100,96,18,61,83,28,36,46,57,64,37,42,71,98,47,88,47,0,0,0,56,2,22,98,39,13,6,90,71,59,52,17,31,74,86,69,41,70,44,56,49,0,66,53,85,30,57,5,0,22,77,36,27,14,56,72
282,1,0,2,0,22,29,6,3,99,62,94,69,32,72,69,46,65,7,64,43,71,87,46,23,95,39,42,35,49,3,33,86,29,17,1,69,82,6,31,29,3,65,1,86,93,44,39,42,35,31,100,9,37,43,79,29,16,38,31,86,36,71,32,57,3,45,38,88,60,46,78,68,17,14,55,25,11,4,7,4,90,46,37,21,66,59,75,14,95,28,33,71,21,64,18,98,62,1,49,70,47,93,86,22,79,90,90,97,89,18,82,0,87,35,64,4,30,44,28,58,66,80,41,46,13,70,59,78,78
283,3,3,3,0,6,70,44,44,100,29,5,87,33,55,23,49,28,77,60,73,81,38,48,98,77,9,20,10,1,47,3,26,31,84,100,74,10,67,88,47,97,15,75,39,58,1,66,92,12,78,8,56,86,97,34,30,16,62,27,73,34,30,35,98,13,95,62,27,65,70,90,31,41,70,57,98,64,86,32,40,52,91,85,54,92,43,50,84,80,85,52,97,27,37,53,49,54,81,77,47,24,32,70,39,16,50,18,77,54,99,45,80,79,7,37,67,8,65,46,51,42,53,35,3,46,5,72,17,71
284,3,0,0,2,58,55,92,2,67,74,96,71,29,74,67,35,1,56,76,40,90,85,94,15,94,44,30,95,100,21,7,89,91,81,23,24,85,72,97,21,54,49,8,85,91,75,33,78,92,21,0,20,55,77,72,43,25,32,40,38,66,27,48,68,62,73,61,17,0,88,26,47,83,38,72,28,6,97,4,52,78,12,80,91,21,61,84,75,69,28,38,52,9,8,48,67,10,88,98,12,87,40,34,30,6,87,52,20,21,11,61,66,38,90,26,1,53,100,60,85,69,30,38,43,40,48,32,44,50
285,2,3,0,1,32,8,32,3,61,4,31,71,38,26,4,42,65,12,57,8,27,81,62,22,95,78,11,72,73,82,88,31,77,41,58,89,9,87,19,65,35,9,30,14,14,77,67,11,21,44,35,51,69,33,42,67,26,23,44,63,87,10,95,46,75,73,7,18,24,27,61,17,8,60,54,9,66,72,23,42,0,19,28,76,20,10,38,74,58,10,49,79,43,35,18,54,96,6,14,44,11,73,6,35,2,99,5,15,52,8,19,7,7,73,38,58,38,37,79,23,32,60,83,80,76,55,89,81,88
286,3,2,2,2,2,15,63,33,13,99,83,32,44,89,83,87,27,53,97,84,93,28,30,57,70,50,77,99,74,88,17,63,67,5,68,69,6,100,50,50,89,52,4,37,36,86,84,95,76,90,17,79,0,26,87,66,13,45,91,38,33,37,4,24,84,49,33,93,21,89,26,81,79,59,23,43,99,50,45,93,28,17,63,51,9,54,70,49,42,3,68,36,43,58,42,67,39,40,14,43,6,12,31,74,26,47,54,63,51,19,93,90,87,86,50,27,17,87,36,47,6,54,80,50,49,22,99,65,64
287,0,1,1,3,77,82,89,22,60,94,96,58,79,89,96,30,95,76,24,81,49,41,63,63,22,83,96,9,19,50,85,91,5,89,40,13,89,52,80,15,100,38,15,33,20,63,2,69,63,58,58,19,37,64,72,63,85,84,21,11,79,29,29,54,28,28,91,56,74,18,11,51,27,63,4,74,33,13,58,49,1,50,1,18,40,22,37,14,7,57,44,91,97,100,95,86,9,27,59,98,77,11,82,90,50,55,11,46,95,46,51,4,92,80,41,50,42,47,71,74,45,32,13,20,37,8,23,19,94
288,2,0,3,1,10,86,71,100,47,42,92,48,35,65,10,66,9,12,77,63,37,29,24,63,13,13,28,60,68,30,35,34,73,83,74,50,74,11,24,4,22,57,97,0,71,76,3,86,88,16,22,11,52,13,24,1,37,21,94,28,5,89,52,26,13,31,69,21,91,15,95,49,50,15,25,45,79,89,95,26,16,31,43,5,77,52,41,46,98,76,93,11,24,45,12,76,7,99,82,91,34,61,3,88,40,39,39,84,36,84,0,6,95,83,95,1,10,63,54,10,70,4,94,76,45,76,61,29,32
289,0,2,2,2,54,90,14,24,88,4,23,58,47,1,75,85,56,70,52,97,22,27,13,71,81,31,19,21,62,93,4,94,24,77,53,82,68,58,63,60,34,10,70,66,83,77,100,92,15,97,99,60,79,3,73,82,0,11,27,35,39,30,83,58,4,7,80,45,82,55,80,69,37,70,14,37,96,61,59,47,19,90,77,22,82,58,97,47,74,67,7,14,37,52,88,21,100,0,37,31,39,95,17,48,12,91,20,78,24,58,96,95,68,88,93,8,92,92,13,35,94,45,22,49,16,23,56,90,99
